id,nivel,nombre,turno,domicilio,colonia,alcaldia,sostenimiento,ubicacion,lat,lon,coordenadas
0,INICIAL,CENDI PART SEDI LOMAS,MATUTINO,EXPLANADA NO. 305,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,Particular,"EXPLANADA NO. 305, LOMAS DE CHAPULTEPEC, MIGUEL HIDALGO",19.4251542,-99.211154,"19.4251542,-99.211154"
1,INICIAL,ARMONIA INFANTIL,MATUTINO,AV. SINATEL No 38 MZ. 4 LT. 21,SINATEL AMPLIACION,IZTAPALAPA,Particular,"AV. SINATEL No 38 MZ. 4 LT. 21, SINATEL AMPLIACION, IZTAPALAPA",19.3648281,-99.1318013,"19.3648281,-99.1318013"
2,INICIAL,CENDI PART. COLEGIO DE LAS BALEARES,TIEMPO COMPLETO,JOSEFA ORTIZ DE DOMINGUEZ NO 2,TIZAPAN,ALVARO OBREGON,Particular,"JOSEFA ORTIZ DE DOMINGUEZ NO 2, TIZAPAN, ALVARO OBREGON",19.3351668,-99.202637,"19.3351668,-99.202637"
3,INICIAL,"CENDI PART COLEGIO CIBELES, S.C.",MATUTINO,RIO GRIJALVA NUM 27,CUAUHTEMOC,CUAUHTEMOC,Particular,"RIO GRIJALVA NUM 27, CUAUHTEMOC, CUAUHTEMOC",19.4336398,-99.1701471,"19.4336398,-99.1701471"
4,INICIAL,CENTRO DE DESARROLLO INFANTIL KINDERGARDEN,TIEMPO COMPLETO,CALLE 11 DE ENERO DE 1861 NO. 2114,LEYES DE REFORMA,IZTAPALAPA,Particular,"CALLE 11 DE ENERO DE 1861 NO. 2114, LEYES DE REFORMA, IZTAPALAPA",19.3826355,-99.0661015,"19.3826355,-99.0661015"
5,INICIAL,DASHEEN S.C,TIEMPO COMPLETO,AV. ALFREDO ROBLES DOMINGUEZ NUM 115,INDUSTRIAL,GUSTAVO A. MADERO,Particular,"AV. ALFREDO ROBLES DOMINGUEZ NUM 115, INDUSTRIAL, GUSTAVO A. MADERO",19.4694276,-99.1286238,"19.4694276,-99.1286238"
6,INICIAL,CENDI PART CENTRO ECOLOGICO DE DESARROLLO INFANTIL,TIEMPO COMPLETO,BARRANCA DE PILARES NUM 24,TLACOPAC,ALVARO OBREGON,Particular,"BARRANCA DE PILARES NUM 24, TLACOPAC, ALVARO OBREGON",19.3544879,-99.2025308,"19.3544879,-99.2025308"
7,INICIAL,ESTANCIA INFANTIL ALKACINA,TIEMPO COMPLETO,JOSÉ DEL RÍO 171,SANTA MARTHA ACATITLA,IZTAPALAPA,Particular,"JOSÉ DEL RÍO 171, SANTA MARTHA ACATITLA, IZTAPALAPA",19.3698434,-99.0207062,"19.3698434,-99.0207062"
8,INICIAL,INSTITUTO DE APOYO AL NIÑO,MATUTINO,CERRO TUERA NO. 7,OXTOPULCO,COYOACAN,Particular,"CERRO TUERA NO. 7, OXTOPULCO, COYOACAN",19.3417768,-99.1820653,"19.3417768,-99.1820653"
9,INICIAL,GUARDERIA PARTICIPATIVA U-914,TIEMPO COMPLETO,AV. MICHOACAN NO. 20,RENOVACION,IZTAPALAPA,Particular,"AV. MICHOACAN NO. 20, RENOVACION, IZTAPALAPA",19.3660906,-99.0533139,"19.3660906,-99.0533139"
10,INICIAL,LICEO MEXICANO JEAN PIAGET,TIEMPO COMPLETO,CALLE ESTIO NUM 61,ANGEL ZIMBRON,AZCAPOTZALCO,Particular,"CALLE ESTIO NUM 61, ANGEL ZIMBRON, AZCAPOTZALCO",19.4660408,-99.1903621,"19.4660408,-99.1903621"
11,INICIAL,COLEGIO SAN AGUSTIN,TIEMPO COMPLETO,MUSSET NUM 218,POLANCO REFORMA,MIGUEL HIDALGO,Particular,"MUSSET NUM 218, POLANCO REFORMA, MIGUEL HIDALGO",19.4351009,-99.196841,"19.4351009,-99.196841"
12,INICIAL,CENDI PART JARDIN ENCANTADO,TIEMPO COMPLETO,RIO BAMBA NUM 713 Y 713A,LINDAVISTA,GUSTAVO A. MADERO,Particular,"RIO BAMBA NUM 713 Y 713A, LINDAVISTA, GUSTAVO A. MADERO",19.4892334,-99.1280401,"19.4892334,-99.1280401"
13,INICIAL,COLEGIO CIBELES,MATUTINO,RIO GANGES NUM 81,CUAUHTEMOC,CUAUHTEMOC,Particular,"RIO GANGES NUM 81, CUAUHTEMOC, CUAUHTEMOC",19.4274132,-99.1721186,"19.4274132,-99.1721186"
14,INICIAL,ESTANCIA INFANTIL PRIMAVERA,MATUTINO,LAGO MAYOR N¦ 186,ANAHUAC I,MIGUEL HIDALGO,Particular,"LAGO MAYOR N¦ 186, ANAHUAC I, MIGUEL HIDALGO",19.4452975,-99.186061,"19.4452975,-99.186061"
15,INICIAL,COLEGIO RICHARDSON,MATUTINO,CERRADA DE BENITO JUÁREZ NO. 17,CULHUACAN,IZTAPALAPA,Particular,"CERRADA DE BENITO JUÁREZ NO. 17, CULHUACAN, IZTAPALAPA",19.3388902,-99.1101838,"19.3388902,-99.1101838"
16,INICIAL,CENTRO INTEGRAL INFANTIL LA SALLE SIMON BOLIVAR,MATUTINO,MURCIA NO. 14,INSURGENTES MIXCOAC,BENITO JUAREZ,Particular,"MURCIA NO. 14, INSURGENTES MIXCOAC, BENITO JUAREZ",19.3700367,-99.1810804,"19.3700367,-99.1810804"
17,INICIAL,CENDI PART EDUCACIÓN Y DES. DEL INFANTE,MATUTINO,GUTIERREZ ZAMORA 19,LAS AGUILAS,ALVARO OBREGON,Particular,"GUTIERREZ ZAMORA 19, LAS AGUILAS, ALVARO OBREGON",19.3579164,-99.1991127,"19.3579164,-99.1991127"
18,INICIAL,CENDI PART BUTTERFLY,TIEMPO COMPLETO,SILVESTRE REVUELTAS NUM 15,GUADALUPE INN,ALVARO OBREGON,Particular,"SILVESTRE REVUELTAS NUM 15, GUADALUPE INN, ALVARO OBREGON",19.3619222,-99.1875906,"19.3619222,-99.1875906"
19,INICIAL,CENTRO DE DESARROLLO INFANTIL UNA SEMILLA DE LUZ S.C.,TIEMPO COMPLETO,VICTOR HUGO NUM 33,ANZURES,MIGUEL HIDALGO,Particular,"VICTOR HUGO NUM 33, ANZURES, MIGUEL HIDALGO",19.4278108,-99.1765702,"19.4278108,-99.1765702"
20,INICIAL,CENDI PART NUEVA GENERACION,TIEMPO COMPLETO,NARANJO 159,SANTA MARIA LA RIBERA,CUAUHTEMOC,Particular,"NARANJO 159, SANTA MARIA LA RIBERA, CUAUHTEMOC",19.450408,-99.1583072,"19.450408,-99.1583072"
21,INICIAL,CENDI PART AMERICAN CENTER FOR CHILDREN,MATUTINO,OBRERO MUNDIAL NUM 172,DEL VALLE,BENITO JUAREZ,Particular,"OBRERO MUNDIAL NUM 172, DEL VALLE, BENITO JUAREZ",19.401007,-99.1641844,"19.401007,-99.1641844"
22,INICIAL,CENDI PART HOGAR Y FUTURO A.C.,TIEMPO COMPLETO,PALMAS S/N,SAN BARTOLO AMEYALCO,ALVARO OBREGON,Particular,"PALMAS S/N, SAN BARTOLO AMEYALCO, ALVARO OBREGON",19.3257681,-99.2666357,"19.3257681,-99.2666357"
23,INICIAL,CENDI PART IGNACIO ZARAGOZA,TIEMPO COMPLETO,CALLE 63 NO. 42,PUEBLA,VENUSTIANO CARRANZA,Particular,"CALLE 63 NO. 42, PUEBLA, VENUSTIANO CARRANZA",19.4104706,-99.0838974,"19.4104706,-99.0838974"
24,INICIAL,"CENDI PART JARDIN DE NIÑOS ""ALI""",MATUTINO,AJUSCO NO 90,TORIELLO GUERRA,TLALPAN,Particular,"AJUSCO NO 90, TORIELLO GUERRA, TLALPAN",19.2945075,-99.1600325,"19.2945075,-99.1600325"
25,INICIAL,COLEGIO BILINGÜE RICHARDSON,MATUTINO,MARCOS CARRILLO NUM 351,VIADUCTO PIEDAD,IZTACALCO,Particular,"MARCOS CARRILLO NUM 351, VIADUCTO PIEDAD, IZTACALCO",19.3993687,-99.1342656,"19.3993687,-99.1342656"
26,INICIAL,CENDI PART INSTITUTO DE LAS BALEARES S.C.,MATUTINO,AV. GUADALUPE I. RAMIREZ NUM 616,TIERRA NUEVA,XOCHIMILCO,Particular,"AV. GUADALUPE I. RAMIREZ NUM 616, TIERRA NUEVA, XOCHIMILCO",19.2676487,-99.1244629,"19.2676487,-99.1244629"
27,INICIAL,ESTANCIA INFANTIL LINDAVISTA S.C. JUGANDO APRENDEMOS,TIEMPO COMPLETO,CHOSICA NUM 695,LINDAVISTA,GUSTAVO A. MADERO,Particular,"CHOSICA NUM 695, LINDAVISTA, GUSTAVO A. MADERO",19.4919388,-99.1354042,"19.4919388,-99.1354042"
28,INICIAL,CENDI PART CENTINELA DE INFANTES S.C.,TIEMPO COMPLETO,SAN FRANCISCO NUM 303,DEL VALLE,BENITO JUAREZ,Particular,"SAN FRANCISCO NUM 303, DEL VALLE, BENITO JUAREZ",19.3954539,-99.1701479,"19.3954539,-99.1701479"
29,INICIAL,CENDI PART COLEGIO PEDAGOGICO DE LA CIUDAD DE MÉXICO S.C. GORATONY II,TIEMPO COMPLETO,ANICETO ORTEGA NUM 639,DEL VALLE,BENITO JUAREZ,Particular,"ANICETO ORTEGA NUM 639, DEL VALLE, BENITO JUAREZ",19.3798221,-99.1650473,"19.3798221,-99.1650473"
30,INICIAL,CENDI PART INSTITUTO SHAKESPEARE S.C.,TIEMPO COMPLETO,HEROES NUM 83,GUERRERO,CUAUHTEMOC,Particular,"HEROES NUM 83, GUERRERO, CUAUHTEMOC",19.4427727,-99.1463287,"19.4427727,-99.1463287"
31,INICIAL,CENDI PART LOS PEQUEÑOS GENIOS II,TIEMPO COMPLETO,AV. SAN JUAN ARAGON NUM 70,VALLE DE GUADALUPE,GUSTAVO A. MADERO,Particular,"AV. SAN JUAN ARAGON NUM 70, VALLE DE GUADALUPE, GUSTAVO A. MADERO",19.4836662,-99.1112401,"19.4836662,-99.1112401"
32,INICIAL,CENDI PART. CENTRO EDUCATIVO CARACOLETA,MATUTINO,PALO ALTO NO. 20,PALO ALTO,CUAJIMALPA DE MORELOS,Particular,"PALO ALTO NO. 20, PALO ALTO, CUAJIMALPA DE MORELOS",19.3812215,-99.2562091,"19.3812215,-99.2562091"
33,INICIAL,PROINFANCIA TERESITA,TIEMPO COMPLETO,LAPLACE NO. 31,NUEVA ANZURES,MIGUEL HIDALGO,Particular,"LAPLACE NO. 31, NUEVA ANZURES, MIGUEL HIDALGO",19.4352975,-99.17908,"19.4352975,-99.17908"
34,INICIAL,CENTRO DE DESARROLLO INFANTIL MIRAVALLE,MATUTINO,BALSAS NO. 13,MIRAVALLE,BENITO JUAREZ,Particular,"BALSAS NO. 13, MIRAVALLE, BENITO JUAREZ",19.3607826,-99.1399294,"19.3607826,-99.1399294"
35,INICIAL,GUARDERIA YOLTZIN,TIEMPO COMPLETO,CALLE 557 NO. 131,UNIDAD SAN JUAN DE ARAGON,GUSTAVO A. MADERO,Particular,"CALLE 557 NO. 131, UNIDAD SAN JUAN DE ARAGON, GUSTAVO A. MADERO",19.4533989,-99.0841409,"19.4533989,-99.0841409"
36,INICIAL,LOS PEQUEÑOS GENIOS III,TIEMPO COMPLETO,CALZADA DE GUADALUPE NO. 156,PERALVILLO,CUAUHTEMOC,Particular,"CALZADA DE GUADALUPE NO. 156, PERALVILLO, CUAUHTEMOC",19.46001,-99.1270468,"19.46001,-99.1270468"
37,INICIAL,KINDERGYM,MATUTINO,GENARO GARCIA NO. 164 Y 166,JARDIN BALBUENA,VENUSTIANO CARRANZA,Particular,"GENARO GARCIA NO. 164 Y 166, JARDIN BALBUENA, VENUSTIANO CARRANZA",19.4177429,-99.1081109,"19.4177429,-99.1081109"
38,INICIAL,CENTRO EDUCATIVO MONTESSORI ISKU IREKHORENI,MATUTINO,DIVISION DEL NORTE NO. 35,SANTIAGO TULYEHUALCO,XOCHIMILCO,Particular,"DIVISION DEL NORTE NO. 35, SANTIAGO TULYEHUALCO, XOCHIMILCO",19.2542326,-99.010281,"19.2542326,-99.010281"
39,INICIAL,CENDI PART BABY BEE,MATUTINO,LERDO DE TEJADA NO. 79,GUADALUPE INN,ALVARO OBREGON,Particular,"LERDO DE TEJADA NO. 79, GUADALUPE INN, ALVARO OBREGON",19.3567798,-99.1861534,"19.3567798,-99.1861534"
40,INICIAL,COLEGIO LOMAS HILL,MATUTINO,GUILLERMO GONZALEZ CAMARENA NUM 1500,SANTA FE,ALVARO OBREGON,Particular,"GUILLERMO GONZALEZ CAMARENA NUM 1500, SANTA FE, ALVARO OBREGON",19.3652877,-99.2658257,"19.3652877,-99.2658257"
41,INICIAL,CENDI PART. COMUNIDAD MONTESSORI BOSQUES,MATUTINO,AVENIDA STIM NO. 1340,BOSQUES DE LAS LOMAS,CUAJIMALPA DE MORELOS,Particular,"AVENIDA STIM NO. 1340, BOSQUES DE LAS LOMAS, CUAJIMALPA DE MORELOS",19.3893415,-99.260778,"19.3893415,-99.260778"
42,INICIAL,GRUPO EDUCATIVO GOKO,MATUTINO,NORTE 66 NUMERO 3807,MARTIRES DE RIO BLANCO,GUSTAVO A. MADERO,Particular,"NORTE 66 NUMERO 3807, MARTIRES DE RIO BLANCO, GUSTAVO A. MADERO",19.4608634,-99.110943,"19.4608634,-99.110943"
43,INICIAL,CENTRO DE DESARROLLO INFANTIL CASTORES,TIEMPO COMPLETO,AVENIDA 557 NUM 60,UNIDAD SAN JUAN DE ARAGON 2A SECCION,GUSTAVO A. MADERO,Particular,"AVENIDA 557 NUM 60, UNIDAD SAN JUAN DE ARAGON 2A SECCION, GUSTAVO A. MADERO",19.4495944,-99.0858584,"19.4495944,-99.0858584"
44,INICIAL,INSTITUTO PEDAGÓGICO DE EDUCACIÓN INICIAL,TIEMPO COMPLETO,CALZ. ERMITA IZTAPALAPA NO. 2393 ENTRE ALTAMIRANO E HIDALGO,SANTA CRUZ MEYEHUALCO,IZTAPALAPA,Particular,"CALZ. ERMITA IZTAPALAPA NO. 2393 ENTRE ALTAMIRANO E HIDALGO, SANTA CRUZ MEYEHUALCO, IZTAPALAPA",19.34365,-99.0356007,"19.34365,-99.0356007"
45,INICIAL,GRUPO EDUCATIVO KOGUS,TIEMPO COMPLETO,PARANAGUA NUM 1136,RESIDENCIAL ZACATENCO,GUSTAVO A. MADERO,Particular,"PARANAGUA NUM 1136, RESIDENCIAL ZACATENCO, GUSTAVO A. MADERO",19.5050739,-99.126814,"19.5050739,-99.126814"
46,INICIAL,ESTANCIA DE LA NIÑEZ MEXICANA S.C.,TIEMPO COMPLETO,AV. NECAXA NUM 30,INDUSTRIAL,GUSTAVO A. MADERO,Particular,"AV. NECAXA NUM 30, INDUSTRIAL, GUSTAVO A. MADERO",19.475118,-99.122161,"19.475118,-99.122161"
47,INICIAL,CENTRO PEDAGOGICO KARYMONY,MATUTINO,JAVIER SORONDO NO. 319,VILLA DE CORTES,BENITO JUAREZ,Particular,"JAVIER SORONDO NO. 319, VILLA DE CORTES, BENITO JUAREZ",19.3868935,-99.1360814,"19.3868935,-99.1360814"
48,INICIAL,CENDI PART KINDER KARE,TIEMPO COMPLETO,AV. DE LOS CEDROS NUM 74,CONTADERO,CUAJIMALPA DE MORELOS,Particular,"AV. DE LOS CEDROS NUM 74, CONTADERO, CUAJIMALPA DE MORELOS",19.3494661,-99.295343,"19.3494661,-99.295343"
49,INICIAL,CENTRO DE EDUCACIÓN INFANTIL M.I.A.,MATUTINO,OKLAHOMA NUM 138,NAPOLES,BENITO JUAREZ,Particular,"OKLAHOMA NUM 138, NAPOLES, BENITO JUAREZ",19.3912245,-99.1796061,"19.3912245,-99.1796061"
50,INICIAL,LA CARITA FELIZ,TIEMPO COMPLETO,AV. AQUILES SERDAN NUM 34,LA GUADALUPITA,XOCHIMILCO,Particular,"AV. AQUILES SERDAN NUM 34, LA GUADALUPITA, XOCHIMILCO",19.2561565,-99.0146765,"19.2561565,-99.0146765"
51,INICIAL,CENDI PART JARDIN DE NIÑOS CEIDHI,MATUTINO,ORIENTE 91 NUM 2353,EMILIANO ZAPATA,GUSTAVO A. MADERO,Particular,"ORIENTE 91 NUM 2353, EMILIANO ZAPATA, GUSTAVO A. MADERO",19.462428,-99.1198421,"19.462428,-99.1198421"
52,INICIAL,CENTRO PEDAGOGICO INFANTIL PETIT,MATUTINO,LUIS LARA PARDO NUM 19,JARDIN BALBUENA,VENUSTIANO CARRANZA,Particular,"LUIS LARA PARDO NUM 19, JARDIN BALBUENA, VENUSTIANO CARRANZA",19.4174423,-99.1144686,"19.4174423,-99.1144686"
53,INICIAL,BAMBINELLO,TIEMPO COMPLETO,CUAUHTÉMOC NO. 149,SAN PEDRO,IZTAPALAPA,Particular,"CUAUHTÉMOC NO. 149, SAN PEDRO, IZTAPALAPA",19.3629545,-99.0894216,"19.3629545,-99.0894216"
54,INICIAL,CENTRO EDUCATIVO PARA PEQUES,MATUTINO,BUENAVISTA NUM 119,PUEBLO NUEVO BAJO,LA MAGDALENA CONTRERAS,Particular,"BUENAVISTA NUM 119, PUEBLO NUEVO BAJO, LA MAGDALENA CONTRERAS",19.3029391,-99.2484795,"19.3029391,-99.2484795"
55,INICIAL,AMERICAN BRITISH SCHOOL LINDAVISTA,MATUTINO,AREQUIPA NUM 606,LINDAVISTA,GUSTAVO A. MADERO,Particular,"AREQUIPA NUM 606, LINDAVISTA, GUSTAVO A. MADERO",19.4925794,-99.12142,"19.4925794,-99.12142"
56,INICIAL,CENTRO DE DESARROLLO INFANTIL MUNDO FELIZ,MATUTINO,NEZAHUALCOYOTL NO. 126,ARAGON,GUSTAVO A. MADERO,Particular,"NEZAHUALCOYOTL NO. 126, ARAGON, GUSTAVO A. MADERO",19.478471,-99.1141256,"19.478471,-99.1141256"
57,INICIAL,"DASHEEN, S. C.",MATUTINO,CALZADA MEXICO TACUBA NO 982,TORRE BLANCA,MIGUEL HIDALGO,Particular,"CALZADA MEXICO TACUBA NO 982, TORRE BLANCA, MIGUEL HIDALGO",19.4591225,-99.1952485,"19.4591225,-99.1952485"
58,Preescolar,CENTRO EDUCATIVO EXEA,MATUTINO,EJE 10 SUR NO. 49,LOS REYES,COYOACAN,Particular,"EJE 10 SUR NO. 49, LOS REYES, COYOACAN",19.3353498,-99.1604262,"19.3353498,-99.1604262"
59,Preescolar,LAS HORMIGUITAS,MATUTINO,RETORNO 6 FRAY SERVANDO T. DE MIER NO. 7,JARDIN BALBUENA,VENUSTIANO CARRANZA,Particular,"RETORNO 6 FRAY SERVANDO T. DE MIER NO. 7, JARDIN BALBUENA, VENUSTIANO CARRANZA",19.4194453,-99.1093296,"19.4194453,-99.1093296"
60,Preescolar,LA PAZ DEL MUNDO,MATUTINO,NORTE 25 NO. 60,MOCTEZUMA 2A SECCION,VENUSTIANO CARRANZA,Particular,"NORTE 25 NO. 60, MOCTEZUMA 2A SECCION, VENUSTIANO CARRANZA",19.4340706,-99.0985823,"19.4340706,-99.0985823"
61,Preescolar,INSTITUTO JAN AMOS KOMENSKY,MATUTINO,FERNANDO VILLALPANDO No. 24,GUADALUPE INN,ALVARO OBREGON,Particular,"FERNANDO VILLALPANDO No. 24, GUADALUPE INN, ALVARO OBREGON",19.3532747,-99.1890193,"19.3532747,-99.1890193"
62,Preescolar,COLEGIO SAGRADO CORAZON,MATUTINO,CAMINO A SANTA TERESA No. 950,SANTA TERESA,LA MAGDALENA CONTRERAS,Particular,"CAMINO A SANTA TERESA No. 950, SANTA TERESA, LA MAGDALENA CONTRERAS",19.3100462,-99.2259272,"19.3100462,-99.2259272"
63,Preescolar,INSTITUTO MORELOS,MATUTINO,GOLFO DE CAMPECHE NO. 17,TACUBA,MIGUEL HIDALGO,Particular,"GOLFO DE CAMPECHE NO. 17, TACUBA, MIGUEL HIDALGO",19.4580475,-99.1860548,"19.4580475,-99.1860548"
64,Preescolar,LUPITA,MATUTINO,AV. THIERS NO. 201,ANZURES,MIGUEL HIDALGO,Particular,"AV. THIERS NO. 201, ANZURES, MIGUEL HIDALGO",19.4352792,-99.1805687,"19.4352792,-99.1805687"
65,Preescolar,NUEVO JARDIN DE NIÑOS DE MÉXICO,MATUTINO,CHRISTYIAN ANDERSEN NO. 506 Y POLANCO NO. 82,CHAPULTEPEC MORALES,MIGUEL HIDALGO,Particular,"CHRISTYIAN ANDERSEN NO. 506 Y POLANCO NO. 82, CHAPULTEPEC MORALES, MIGUEL HIDALGO",19.4303898,-99.1902382,"19.4303898,-99.1902382"
66,Preescolar,FRANCES PASTEUR,MATUTINO,SCHILLER NO. 139,POLANCO REFORMA,MIGUEL HIDALGO,Particular,"SCHILLER NO. 139, POLANCO REFORMA, MIGUEL HIDALGO",19.4362455,-99.1863856,"19.4362455,-99.1863856"
67,Preescolar,ALITAS,MATUTINO,RIO POO NO. 9,CUAUHTEMOC,CUAUHTEMOC,Particular,"RIO POO NO. 9, CUAUHTEMOC, CUAUHTEMOC",19.4330426,-99.1700985,"19.4330426,-99.1700985"
68,Preescolar,NIÑOS DE MÉXICO,MATUTINO,QUERETARO NO. 151,ROMA SUR,CUAUHTEMOC,Particular,"QUERETARO NO. 151, ROMA SUR, CUAUHTEMOC",19.4147251,-99.1613576,"19.4147251,-99.1613576"
69,Preescolar,CONDESA,MATUTINO,TLAXCALA NO. 105,ROMA SUR,CUAUHTEMOC,Particular,"TLAXCALA NO. 105, ROMA SUR, CUAUHTEMOC",19.407706,-99.166092,"19.407706,-99.166092"
70,Preescolar,"INSTITUTO ASOCIADOS AMADO NERVO, S.C.",MATUTINO,BAJIO NO. 220 Y 222,ROMA SUR,CUAUHTEMOC,Particular,"BAJIO NO. 220 Y 222, ROMA SUR, CUAUHTEMOC",19.4030687,-99.1673003,"19.4030687,-99.1673003"
71,Preescolar,BUCKINGHAM,MATUTINO,PETEN NO. 204,NARVARTE,BENITO JUAREZ,Particular,"PETEN NO. 204, NARVARTE, BENITO JUAREZ",19.3912289,-99.1526078,"19.3912289,-99.1526078"
72,Preescolar,COLEGIO MADRID,MATUTINO,PUENTE NO. 224,EJIDOS DE HUIPULCO,TLALPAN,Particular,"PUENTE NO. 224, EJIDOS DE HUIPULCO, TLALPAN",19.2871852,-99.1343003,"19.2871852,-99.1343003"
73,Preescolar,AMERICA,MATUTINO,RET. 15 DE JESUS GALINDO Y VILLA NO. 4,JARDIN BALBUENA,VENUSTIANO CARRANZA,Particular,"RET. 15 DE JESUS GALINDO Y VILLA NO. 4, JARDIN BALBUENA, VENUSTIANO CARRANZA",19.4123815,-99.0988336,"19.4123815,-99.0988336"
74,Preescolar,JARDIN DE NIÑOS ESTRELLA,MATUTINO,ACERINA No. 65,ESTRELLA,GUSTAVO A. MADERO,Particular,"ACERINA No. 65, ESTRELLA, GUSTAVO A. MADERO",19.4770579,-99.119535,"19.4770579,-99.119535"
75,Preescolar,JARDIN DE NIÑOS PICOLO,MATUTINO,J.L. BUFFON NO. 8,ANZURES,MIGUEL HIDALGO,Particular,"J.L. BUFFON NO. 8, ANZURES, MIGUEL HIDALGO",19.4334579,-99.1775543,"19.4334579,-99.1775543"
76,Preescolar,SACBE,MATUTINO,BOULEVARD CAPRI NO.  70,LOMAS ESTRELLA,IZTAPALAPA,Particular,"BOULEVARD CAPRI NO.  70, LOMAS ESTRELLA, IZTAPALAPA",19.3242049,-99.0936723,"19.3242049,-99.0936723"
77,Preescolar,MARIEL,MATUTINO,LAGUNA DE SAN CRISTOBAL NO. 63,ANAHUAC I,MIGUEL HIDALGO,Particular,"LAGUNA DE SAN CRISTOBAL NO. 63, ANAHUAC I, MIGUEL HIDALGO",19.4446095,-99.1766117,"19.4446095,-99.1766117"
78,Preescolar,COLEGIO SAN IGNACIO DE LOYOLA VIZCAINAS,MATUTINO,VIZCAINAS NO. 21,CENTRO,CUAUHTEMOC,Particular,"VIZCAINAS NO. 21, CENTRO, CUAUHTEMOC",19.4288347,-99.1404486,"19.4288347,-99.1404486"
79,Preescolar,COLEGIO CHIMALISTAC,MATUTINO,ARENAL NO. 36,HACIENDA DE GUADALUPE CHIMALISTAC,ALVARO OBREGON,Particular,"ARENAL NO. 36, HACIENDA DE GUADALUPE CHIMALISTAC, ALVARO OBREGON",19.3499235,-99.1801571,"19.3499235,-99.1801571"
80,Preescolar,COLEGIO BRITANICO,MATUTINO,ALABAMA NO. 224,NAPOLES,BENITO JUAREZ,Particular,"ALABAMA NO. 224, NAPOLES, BENITO JUAREZ",19.3887754,-99.1809185,"19.3887754,-99.1809185"
81,Preescolar,COLEGIO LESTONNAC,MATUTINO,CAFETALES NO. 140,TLALPAN,TLALPAN,Particular,"CAFETALES NO. 140, TLALPAN, TLALPAN",19.2957873,-99.114298,"19.2957873,-99.114298"
82,Preescolar,CENTRO DE EDUCACIÓN INFANTIL M.I.A.,MATUTINO,OKLAHOMA No. 138,NAPOLES,BENITO JUAREZ,Particular,"OKLAHOMA No. 138, NAPOLES, BENITO JUAREZ",19.3912245,-99.1796061,"19.3912245,-99.1796061"
83,Preescolar,JARDÍN DE NIÑOS MEXICANA DEL VALLE,MATUTINO,GABRIEL MANCERA NO. 1611,DEL VALLE,BENITO JUAREZ,Particular,"GABRIEL MANCERA NO. 1611, DEL VALLE, BENITO JUAREZ",19.3683839,-99.1687823,"19.3683839,-99.1687823"
84,Preescolar,CENTRO EDUCATIVO DEL VALLE,MATUTINO,MORENA NO. 423,DEL VALLE,BENITO JUAREZ,Particular,"MORENA NO. 423, DEL VALLE, BENITO JUAREZ",19.3986925,-99.1618735,"19.3986925,-99.1618735"
85,Preescolar,COLEGIO SUIZO DE MÉXICO,MATUTINO,NICOLAS SAN JUAN NO. 917,DEL VALLE,BENITO JUAREZ,Particular,"NICOLAS SAN JUAN NO. 917, DEL VALLE, BENITO JUAREZ",19.3856489,-99.1630429,"19.3856489,-99.1630429"
86,Preescolar,JARDIN DE NIÑOS VILLA INFANTIL,MATUTINO,SEGOVIA NO. 95,ALAMOS,BENITO JUAREZ,Particular,"SEGOVIA NO. 95, ALAMOS, BENITO JUAREZ",19.4003642,-99.1410554,"19.4003642,-99.1410554"
87,Preescolar,SARMIENTOCO ESCUELA BRITANICA AMERICANA,MATUTINO,INSURGENTES SUR No. 4040,TLALPAN,TLALPAN,Particular,"INSURGENTES SUR No. 4040, TLALPAN, TLALPAN",19.2867752,-99.1750243,"19.2867752,-99.1750243"
88,Preescolar,ESCUELA ARNOLD GESELL,MATUTINO,CARRIL NO 52,SANTA URSULA XITLA,TLALPAN,Particular,"CARRIL NO 52, SANTA URSULA XITLA, TLALPAN",19.2817373,-99.1799149,"19.2817373,-99.1799149"
89,Preescolar,CEYCA PRESCHOOL,MATUTINO,RIO NO. 04,TORIELLO GUERRA,TLALPAN,Particular,"RIO NO. 04, TORIELLO GUERRA, TLALPAN",19.295454,-99.1643622,"19.295454,-99.1643622"
90,Preescolar,SANTIAGO GALAS,MATUTINO,ALLENDE NO. 71,TLALPAN,TLALPAN,Particular,"ALLENDE NO. 71, TLALPAN, TLALPAN",19.2900207,-99.1645134,"19.2900207,-99.1645134"
91,Preescolar,COLEGIO VALLE DE LOS REYES,MATUTINO,AV. 5 DE MAYO No. 668,SAN LUIS TLAXIALTEMALCO,XOCHIMILCO,Particular,"AV. 5 DE MAYO No. 668, SAN LUIS TLAXIALTEMALCO, XOCHIMILCO",19.2556067,-99.0416299,"19.2556067,-99.0416299"
92,Preescolar,INSTITUTO ISABEL GRASSETEAU,MATUTINO,JAIME TORRES BODET NO. 166,SANTA MARIA LA RIBERA,CUAUHTEMOC,Particular,"JAIME TORRES BODET NO. 166, SANTA MARIA LA RIBERA, CUAUHTEMOC",19.4498038,-99.1576234,"19.4498038,-99.1576234"
